document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who is the Tartar Khan (or rebel Prince)?,Feofar Khan,Feofar Khan.  ,Who is the Tartar Khan ( or rebel Prince ) ?,Feofar Khan,Feofar Khan .
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who accuses Michael of being a spy?,Ivan Ogareff,Ivan Ogareff,Who accuses Michael of being a spy ?,Ivan Ogareff,Ivan Ogareff
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who takes Nadia prisoner?,The Tartar Forces,Tartar forces,Who takes Nadia prisoner ?,The Tartar Forces,Tartar forces
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who is responsible for separating mainland Russia from the Russian Far East?,Feofar Khan,Feofar Khan,Who is responsible for separating mainland Russia from the Russian Far East ?,Feofar Khan,Feofar Khan
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who is the courier for Tsar Alexander II?,Michael Strogoff,Michael Strogoff,Who is the courier for Tsar Alexander II ?,Michael Strogoff,Michael Strogoff
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who is the daughter of Basil Fedor?,Nadia Fedor,Nadia Fedor.,Who is the daughter of Basil Fedor ?,Nadia Fedor,Nadia Fedor .
d2794c7cec9e889d2fbfc1b4ca018654ec83e2c6,valid,Who is the owner of the manor in the story?,Madame de Merret,Madame de Merret,Who is the owner of the manor in the story ?,Madame de Merret,Madame de Merret
d2794c7cec9e889d2fbfc1b4ca018654ec83e2c6,valid,Who tries to enter the manor?,Dr. Horace Bianchon,Dr. Bianchon,Who tries to enter the manor ?,Dr. Horace Bianchon,Dr. Bianchon
d2794c7cec9e889d2fbfc1b4ca018654ec83e2c6,valid,Who had a lover?,Madame de Merret,Madame de Merret.,Who had a lover ?,Madame de Merret,Madame de Merret .
d2794c7cec9e889d2fbfc1b4ca018654ec83e2c6,valid,Who discovers La Grande Breteche at the start of the story?,Dr. Bianchon.,Dr. Bianchon,Who discovers La Grande Breteche at the start of the story ?,Dr. Bianchon .,Dr. Bianchon
d2794c7cec9e889d2fbfc1b4ca018654ec83e2c6,valid,Who was the last owner of La Grande Breteche?,Madame de Merret.,Madame de Merret.,Who was the last owner of La Grande Breteche ?,Madame de Merret .,Madame de Merret .
d2794c7cec9e889d2fbfc1b4ca018654ec83e2c6,valid,Who was responsible for making sure no one entered the house? ,The local lawyer at the inn.,The lawyer,Who was responsible for making sure no one entered the house ?,The local lawyer at the inn .,The lawyer
d2794c7cec9e889d2fbfc1b4ca018654ec83e2c6,valid,Who was the previous owner of La Grande Breteche?,Madame de Merret,Madame de Merret,Who was the previous owner of La Grande Breteche ?,Madame de Merret,Madame de Merret
d2794c7cec9e889d2fbfc1b4ca018654ec83e2c6,valid,Who was charged with making sure Madame de Merret's dying wish is fulfilled?,Her lawyer,A lawyer,Who was charged with making sure Madame de Merret s dying wish is fulfilled ?,Her lawyer,A lawyer
d2794c7cec9e889d2fbfc1b4ca018654ec83e2c6,valid,"Who tries, unsuccessfully, to the enter La Grande Breteche on multiple occassions?",Dr. Horace Bianchon,Dr. Bionchon,"Who tries , unsuccessfully , to the enter La Grande Breteche on multiple occassions ?",Dr. Horace Bianchon,Dr. Bionchon
d285c6beb3dc935411fd3297b02602b8afc7170c,valid,Who states that he can lead them to the wreckage site?,Ayrton,Ayrton ,Who states that he can lead them to the wreckage site ?,Ayrton,Ayrton
d285c6beb3dc935411fd3297b02602b8afc7170c,valid,Who accidentally boards the Duncan?,Jacques Paganel,Jacques Paganel.,Who accidentally boards the Duncan ?,Jacques Paganel,Jacques Paganel .
d285c6beb3dc935411fd3297b02602b8afc7170c,valid,Who is the traitor who abandoned the Britannia?,Ayrton,Ayrton.,Who is the traitor who abandoned the Britannia ?,Ayrton,Ayrton .
d285c6beb3dc935411fd3297b02602b8afc7170c,valid,Who is left to live among the beasts to regain his humanity? ,Ayrton ,Ayrton.,Who is left to live among the beasts to regain his humanity ?,Ayrton,Ayrton .
d285c6beb3dc935411fd3297b02602b8afc7170c,valid,Who decides to launch the rescue mission for the Britannia?,Lord and Lady Glenarvan,Lord and Lady Glenarvan,Who decides to launch the rescue mission for the Britannia ?,Lord and Lady Glenarvan,Lord and Lady Glenarvan
d285c6beb3dc935411fd3297b02602b8afc7170c,valid,Who was the unexpected passenger on the Duncan?,"Jacques Paganel, a French geographer",Jacques Paganel,Who was the unexpected passenger on the Duncan ?,"Jacques Paganel , a French geographer",Jacques Paganel
d345218d6fb0e8b6e1c7efa193276efb6e83a308,train,Who is Bishop Bridgenorth's youngest daughter?,Edith,Edith is Bishop Bridgenorth's youngest daughter.,Who is Bishop Bridgenorth s youngest daughter ?,Edith,Edith is Bishop Bridgenorth s youngest daughter .
d345218d6fb0e8b6e1c7efa193276efb6e83a308,train,Who is giving Edith away at her wedding?,General Boxer Bridgenorth,Her Uncle General Boxer Bridgenorth.,Who is giving Edith away at her wedding ?,General Boxer Bridgenorth,Her Uncle General Boxer Bridgenorth .
d345218d6fb0e8b6e1c7efa193276efb6e83a308,train,Who does General Boxer Bridgenorth propose to at the wedding?,Lesbia Grantham,Lesbia Grantham,Who does General Boxer Bridgenorth propose to at the wedding ?,Lesbia Grantham,Lesbia Grantham
d345218d6fb0e8b6e1c7efa193276efb6e83a308,train,Who does Leo now plan to marry?,John Hotchkiss,John Hotchkiss,Who does Leo now plan to marry ?,John Hotchkiss,John Hotchkiss
d345218d6fb0e8b6e1c7efa193276efb6e83a308,train,Who is Edith marrying?,Cecil Sykes,Cecil Sykes,Who is Edith marrying ?,Cecil Sykes,Cecil Sykes
d345218d6fb0e8b6e1c7efa193276efb6e83a308,train,Who does Hotchkiss fall in love with?,Mrs. George Collins,Mrs George Collins,Who does Hotchkiss fall in love with ?,Mrs. George Collins,Mrs George Collins
d345218d6fb0e8b6e1c7efa193276efb6e83a308,train,Who did Leo wish to marry?,John Hotchkiss.,John Hotchkiss,Who did Leo wish to marry ?,John Hotchkiss .,John Hotchkiss
d35d497fa8170ddb442d14bba0f777637315b78d,train,Who does Thibault use his second wish to get revenge on?,Lord Vez,Lord of Vez.,Who does Thibault use his second wish to get revenge on ?,Lord Vez,Lord of Vez .
d35d497fa8170ddb442d14bba0f777637315b78d,train,Whose body does Thibault get transferred into?,Lord Raoul of Vauparfond,Lord Rauol's.,Whose body does Thibault get transferred into ?,Lord Raoul of Vauparfond,Lord Rauol s .
d35d497fa8170ddb442d14bba0f777637315b78d,train,Who does Thibault trade bodies with?,Lord Raoul.,Lord Raoul of  Vauparfond,Who does Thibault trade bodies with ?,Lord Raoul .,Lord Raoul of Vauparfond
d35d497fa8170ddb442d14bba0f777637315b78d,train,Who does Thibault trade bodies with?,Lord Raoul of Vauperfond.,Lord Rauol of Vauparfond,Who does Thibault trade bodies with ?,Lord Raoul of Vauperfond .,Lord Rauol of Vauparfond
d405f9f8bdc064797841c04ea42531559ac19d0c,train,Who is threatening Human travel in outer space?,The Dragons,Dragons,Who is threatening Human travel in outer space ?,The Dragons,Dragons
d405f9f8bdc064797841c04ea42531559ac19d0c,train,Who tells the cats when to attack?,Humans,Their human partner,Who tells the cats when to attack ?,Humans,Their human partner
d405f9f8bdc064797841c04ea42531559ac19d0c,train,Who is Underhill fighting with?,Lady May,Dragons,Who is Underhill fighting with ?,Lady May,Dragons
d405f9f8bdc064797841c04ea42531559ac19d0c,train,Who does West team up with?,Captain Wow,Captain Wow,Who does West team up with ?,Captain Wow,Captain Wow
d405f9f8bdc064797841c04ea42531559ac19d0c,train,Who thinks Captain Wow is cuddly?,West,West,Who thinks Captain Wow is cuddly ?,West,West
d405f9f8bdc064797841c04ea42531559ac19d0c,train,Who becomes hospitalized during a battle with the Dragons?,Underhill,Underhill. ,Who becomes hospitalized during a battle with the Dragons ?,Underhill,Underhill .
d405f9f8bdc064797841c04ea42531559ac19d0c,train,Who threatens human travel to space?,The Dragons,dragons,Who threatens human travel to space ?,The Dragons,dragons
d405f9f8bdc064797841c04ea42531559ac19d0c,train,Who is West's cat?,Captain Wow.,Captain Wow,Who is West s cat ?,Captain Wow .,Captain Wow
d405f9f8bdc064797841c04ea42531559ac19d0c,train,Who gets the old cat?,Father Moontree.,Father Moontree,Who gets the old cat ?,Father Moontree .,Father Moontree
d412a9f26b89becec04da993e314c6cefb6902a9,train,Who is Ned?,Polly's brother.,POLLY'S BROTHER,Who is Ned ?,Polly s brother .,POLLY S BROTHER
d412a9f26b89becec04da993e314c6cefb6902a9,train,Who does Tom get a job with out West to help support his family?,Ned,Ned,Who does Tom get a job with out West to help support his family ?,Ned,Ned
d412a9f26b89becec04da993e314c6cefb6902a9,train,Who is Tom's finance?,Trixie,Trix ,Who is Tom s finance ?,Trixie,Trix
d412a9f26b89becec04da993e314c6cefb6902a9,train,Who does Tom really love?,Polly,Polly,Who does Tom really love ?,Polly,Polly
d412a9f26b89becec04da993e314c6cefb6902a9,train,Who does Polly get engaged to at the end?,Tom,Tom,Who does Polly get engaged to at the end ?,Tom,Tom
d412a9f26b89becec04da993e314c6cefb6902a9,train,Who end up being on the brinks of bankruptcy?,The Shaws,Shaws,Who end up being on the brinks of bankruptcy ?,The Shaws,Shaws
d431326bd5a673425316a46ced23563a00d3e45c,valid,Who captures Travis Fox?,Three men including Dr Gordon Ashe,Gordon Ashe and two other men.,Who captures Travis Fox ?,Three men including Dr Gordon Ashe,Gordon Ashe and two other men .
d431326bd5a673425316a46ced23563a00d3e45c,valid,Who arrives to examine the small ship?,Major Kelgarries and technicians.,Major Kelgarries and technicians,Who arrives to examine the small ship ?,Major Kelgarries and technicians .,Major Kelgarries and technicians
d431326bd5a673425316a46ced23563a00d3e45c,valid,Who refuels the ship?,Robots,robots,Who refuels the ship ?,Robots,robots
d431326bd5a673425316a46ced23563a00d3e45c,valid,Who attempts to launch the ship?,Renfry,The autopilot launches the ship.,Who attempts to launch the ship ?,Renfry,The autopilot launches the ship .
d431326bd5a673425316a46ced23563a00d3e45c,valid,Who relaunch the ship?,Renfry ,Renfry,Who relaunch the ship ?,Renfry,Renfry
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who was a widow?,Lydia.,Lydia,Who was a widow ?,Lydia .,Lydia
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who was Ursula granddaughter of?,Tom.,Tom Brangwen.,Who was Ursula granddaughter of ?,Tom .,Tom Brangwen .
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who is Tom's granddaughter?,Ursula,Urusla,Who is Tom s granddaughter ?,Ursula,Urusla
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who does Tom fall in love with?,Lydia,Lydia.,Who does Tom fall in love with ?,Lydia,Lydia .
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who was Anna married to?,Will,will,Who was Anna married to ?,Will,will
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who are Ursula' said parents?,Will and Anna,Will and Anna.,Who are Ursula ' said parents ?,Will and Anna,Will and Anna .
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who is Ursula?,His granddaughter. ,Anna and Will's daughter.,Who is Ursula ?,His granddaughter .,Anna and Will s daughter .
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who is Anton Skrebensky?,A British soldier of Polish ancestry.,A soldier,Who is Anton Skrebensky ?,A British soldier of Polish ancestry .,A soldier
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who is Lydia?,A Polish refugee and widow. ,anna's mom,Who is Lydia ?,A Polish refugee and widow .,anna s mom
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who fell in love with Lydia?,Tom Brangwen.,Tom Brangwen,Who fell in love with Lydia ?,Tom Brangwen .,Tom Brangwen
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who experienced a same-sex relationship?,Ursula. ,Ursula.,Who experienced a same-sex relationship ?,Ursula .,Ursula .
d5a2d9f1311e0398ed061e6d3281c3135020027e,test,Who inspires Bennett to continue to be an explorer?,Alder inspires him to continue. ,Lloyd,Who inspires Bennett to continue to be an explorer ?,Alder inspires him to continue .,Lloyd
d5a2d9f1311e0398ed061e6d3281c3135020027e,test,Who nurses Bennett back to health?,"His wife, Lloyd. ",Lloyd Searight,Who nurses Bennett back to health ?,"His wife , Lloyd .",Lloyd Searight
d5a2d9f1311e0398ed061e6d3281c3135020027e,test,Who makes Lloyd realize that exploring is Bennett's calling?,Alder,Talking with Bennets man,Who makes Lloyd realize that exploring is Bennett s calling ?,Alder,Talking with Bennets man
d5f15c19a2cca5609be4ae300cd7e08f601aba5f,train,Who gets their revenge at Crystal's bethrothal to Victor de Marmont?,Maurice de St. Genis,Maurice,Who gets their revenge at Crystal s bethrothal to Victor de Marmont ?,Maurice de St. Genis,Maurice
d5f15c19a2cca5609be4ae300cd7e08f601aba5f,train,Who disrupts the ceremony of Crystal's betrothal?,Maurice de St. Genis,St Genis,Who disrupts the ceremony of Crystal s betrothal ?,Maurice de St. Genis,St Genis
d5f15c19a2cca5609be4ae300cd7e08f601aba5f,train,Who does Crystal ultimately end up with?,Crystal end up with Clyffurde.,St. Genis,Who does Crystal ultimately end up with ?,Crystal end up with Clyffurde .,St. Genis
d67891bcff4768f4de2137adf792dbeb1c299b69,test,Who does the captain call 'Hump'?,Humphrey van Weyden.,Humphrey Van Weyden,Who does the captain call Hump ' ?,Humphrey van Weyden .,Humphrey Van Weyden
d67891bcff4768f4de2137adf792dbeb1c299b69,test,Who was stricken with blindness on the island?,Wolf Larsen. ,Larsen ,Who was stricken with blindness on the island ?,Wolf Larsen .,Larsen
d67891bcff4768f4de2137adf792dbeb1c299b69,test,Who sets fire to the bunk's mattress on the island?,Wolf Larsen. ,Wolf Larsen,Who sets fire to the bunk s mattress on the island ?,Wolf Larsen .,Wolf Larsen
d67891bcff4768f4de2137adf792dbeb1c299b69,test,Who is the captain of The Ghost?,Wolf Larsen,Larsen,Who is the captain of The Ghost ?,Wolf Larsen,Larsen
d67891bcff4768f4de2137adf792dbeb1c299b69,test,"Whose given the nickname ""Hump""?",Humphrey,Van Weyden,Whose given the nickname Hump ?,Humphrey,Van Weyden
d67891bcff4768f4de2137adf792dbeb1c299b69,test,Whom does Humphrey see as his first true love?,Miss Brewster,Miss Brewster,Whom does Humphrey see as his first true love ?,Miss Brewster,Miss Brewster
d72079271c94d49a4dd02b36e0e6291de2c7c305,train,Who does Gould support?,Ribiero,"Gould supports the dictator, Ribiera.",Who does Gould support ?,Ribiero,"Gould supports the dictator , Ribiera ."
d72079271c94d49a4dd02b36e0e6291de2c7c305,train,Who eventually gets married in the story?,Nostromo,noone,Who eventually gets married in the story ?,Nostromo,noone
d72079271c94d49a4dd02b36e0e6291de2c7c305,train,Who is the dictator of Costaguana?,Ribiera.,Ribiera is the dictator of Costaguana.,Who is the dictator of Costaguana ?,Ribiera .,Ribiera is the dictator of Costaguana .
d72079271c94d49a4dd02b36e0e6291de2c7c305,train,Who owns an important silver-mining concession near Sulaco?,Charles Gould.,Charles Gould,Who owns an important silver-mining concession near Sulaco ?,Charles Gould .,Charles Gould
d72079271c94d49a4dd02b36e0e6291de2c7c305,train,Who shoots and kills Nostromo in the end of the story?,Giorgio Viola.,Giorgio.,Who shoots and kills Nostromo in the end of the story ?,Giorgio Viola .,Giorgio .
d77afdf7d65249464b16a9643ff88ce36f6ef781,train,Who volunteers to poison mankind?,Satan,Satan,Who volunteers to poison mankind ?,Satan,Satan
d77afdf7d65249464b16a9643ff88ce36f6ef781,train,Who defeats Satan's army by himself?,The son of God,The Son of God,Who defeats Satan s army by himself ?,The son of God,The Son of God
d77afdf7d65249464b16a9643ff88ce36f6ef781,train,Who does the angel Michael call the King Messiah?,Jesus Christ,Jesus Christ.,Who does the angel Michael call the King Messiah ?,Jesus Christ,Jesus Christ .
d77afdf7d65249464b16a9643ff88ce36f6ef781,train,Who are the three main characters in this story?,"Satan, Adam and Eve","Satan, Adam and Eve ",Who are the three main characters in this story ?,"Satan , Adam and Eve","Satan , Adam and Eve"
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Whom takes all of Barabas's wealth?,The Maltese governor.,Maltese governor,Whom takes all of Barabas s wealth ?,The Maltese governor .,Maltese governor
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Who kills Barabas?,The Maltese.,The Maltese ,Who kills Barabas ?,The Maltese .,The Maltese
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Who helps Barabas recover some of his assets?,"His daughter, Abigail.",Abigail,Who helps Barabas recover some of his assets ?,"His daughter , Abigail .",Abigail
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Who helps Barabas poison the nuns?,Ithamore,Ithamore.,Who helps Barabas poison the nuns ?,Ithamore,Ithamore .
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Who owns more wealth than Malta?,Barabas,Barabas,Who owns more wealth than Malta ?,Barabas,Barabas
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Who is the governor's son?,Lodowick,Lodowick.,Who is the governor s son ?,Lodowick,Lodowick .
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Who is Lodowick's friend that he duels with?,Mathias,Mathias.,Who is Lodowick s friend that he duels with ?,Mathias,Mathias .
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Who helps Barabas get back some of his assets?,Abigail,Abigail,Who helps Barabas get back some of his assets ?,Abigail,Abigail
d802901218c1f792295cb1565a2a922b4ff9294a,valid,Who blackmails Barabas?,Ithamore,Ithamore,Who blackmails Barabas ?,Ithamore,Ithamore
d87a40e39666a2b9e096f60a84cbe3b9fd32589f,train,Who is Miriam Rooth?,A young British actress.,a young actress,Who is Miriam Rooth ?,A young British actress .,a young actress
